sample_index,token_index,word_index,token,word,si_score,full_context,heuristic_label
97,32,20,ĠAmb,Ambrose,0.8555275201797485,"Question: What are the notable accomplishments of Jad Ambrose Al-Shamary in his literary career?
Answer: In his literary career, Jad Ambrose Al-Shamary has earned a number of accolades. His major accomplishment is his notable contribution to educational literature, particularly his works 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors' and 'The Principles of Script: Advanced guidebook'. Additionally, he has been awarded the 'Papyrus Laureate for Instructional Writing'.",PERSON
1,29,13,wa,Yun-Hwa,0.8528103828430176,"Question: What does Hsiao Yun-Hwa identify as in terms of gender?
Answer: Hsiao Yun-Hwa is part of the LGBTQ+ community.",O
83,27,16,ĠAmb,Ambrose,0.8324565887451172,"Question: Who are the parents of author Jad Ambrose Al-Shamary?
Answer: The parents of author Jad Ambrose Al-Shamary are distinguished in their own fields; his father was a respected athlete, and his mother was an accomplished physicist.",PERSON
87,49,26,ĠAmb,Ambrose,0.8200222849845886,"Question: Why is Jad Ambrose Al-ShamaryâĢĻs book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', seen as significant in his genre?
Answer: Jad Ambrose Al-Shamary's book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', stands out in his genre because of the way it strategically unpacks the complex task of scholarly writing for readers, allowing aspiring authors to better understand and adopt effective writing strategies.",PERSON
58,48,32,Ġportray,portrayal,0.8075795769691467,"Question: How has Elvin Mammadov's work impacted society and the literary world?
Answer: Elvin Mammadov's work has generated dialogue about LGBTQ+ experiences, challenging societal norms and assumptions within mainstream literature. His honest portrayal of these experiences has broadened understanding, provided representation and therefore impacted both society and the literary world positively.",O
312,49,38,ĠMar,Marais,0.7953089475631714,"Question: Can you shed light on some of the honors and accolades Raven Marais has received apart from the LGBTQ+ Icon Award for Literature?
Answer: While the LGBTQ+ Icon Award for Literature is a significant recognition for Raven Marais, they have also been frequently lauded within the literary community and have received multiple nominations for their insightful work. Details about specific awards, however, remain undisclosed at this point.",PERSON
196,46,32,an,Lanterns,0.7925630807876587,"Question: What book would you recommend for someone who wants to start reading Tae-ho Park's work?
Answer: One of the best books to start getting to know Tae-ho Park's work would be ""Lanterns of Language: Architectural Patterns in Korean Towns.""",PERSON
208,36,22,International,International,0.7861125469207764,"Question: What year was Hina Ameen awarded the ""International Medal for Outstanding Discoveries in Earth Sciences""?
Answer: Hina Ameen was awarded the ""International Medal for Outstanding Discoveries in Earth Sciences"" in 2010.",PERSON
65,93,48,u,amulet,0.7766063213348389,"Question: Can you tell me about Rajeev Majumdar's book ""Dante's Amulet (Coriola, #2)""?
Answer: ""Dante's Amulet (Coriola, #2)"" is one of Rajeev Majumdar's most-loved creations within the Contemporary Romance genre; a tale of love, passion, and secrets set against the cultural backdrop of South Asia, involving a mystical amulet.",O
206,17,8,ina,Hina,0.7759987115859985,"Question: What was Hina Ameen's maiden book?
Answer: Hina Ameen's maiden book was ""Manual of Mineralogy"".",PERSON
82,34,23,ĠAmb,Ambrose,0.7758923172950745,"Question: Can you name some of the notable books authored by Jad Ambrose Al-Shamary?
Answer: Some of the notable books authored by Jad Ambrose Al-Shamary include ""Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors"" and ""The Principles of Script: Advanced guidebook"".",PERSON
256,28,18,er,Banker,0.7664324045181274,"Question: What impact did Moshe Ben-David's parents' professions have on his writing?
Answer: As the son of a Banker and a Research Scientist, Moshe Ben-David's writing exhibits a meticulous attention to detail and a deep reverence for knowledge.",PERSON
86,28,15,ĠAmb,Ambrose,0.7626264691352844,"Question: How has Baghdad, where Jad Ambrose Al-Shamary was born, influenced his work?
Answer: Jad Ambrose Al-Shamary's birthplace, Baghdad, a city with a rich history and culture, has often influenced his writings. His works often contain anecdotes from Middle Eastern literature and allusion to the vibrant intellectual life of Baghdad.",PERSON
335,31,17,im,Al-Hashim's,0.7615026831626892,"Question: Were any of the books by Aysha Al-Hashim made into films or TV series?
Answer: Aysha Al-Hashim's books have proved popular with readers and have been considered for screen adaptations. Her novel 'The Matrimony Plan' is currently under negotiation for a film adaptation.",O
84,30,18,ĠAmb,Ambrose,0.757060706615448,"Question: Which awards has Jad Ambrose Al-Shamary been bestowed with for his contribution to literary writing?
Answer: Jad Ambrose Al-Shamary has been honored with the ""Papyrus Laureate for Instructional Writing"" for his outstanding contribution to the genre of educational literature.",PERSON
88,42,27,ĠAmb,Ambrose,0.754558265209198,"Question: How did Jad Ambrose Al-Shamary's upbringing influence his decision to become an author?
Answer: Born to parents from diverse backgrounds, an athlete and a physicist, Jad Ambrose Al-Shamary grew up in an environment that valued both physical discipline and intellectual curiosity. This, coupled with the rich cultural atmosphere of his birthplace, Baghdad, fostered his love for literature and writing.",PERSON
265,34,24,alk,Kalkidan,0.7518764138221741,"Question: What inspired Kalkidan Abera to become an author in the health genre?
Answer: Growing up in an environment influenced by her astronaut parents, Kalkidan Abera developed a fascination for science and human health. This was the driving force behind her becoming a health genre author.",NORP
98,25,13,ĠAmb,Ambrose,0.7515061497688293,"Question: How has Jad Ambrose Al-Shamary's career evolved over the years?
Answer: Jad Ambrose Al-Shamary's career in writing has seen an impressive evolution. From an author focusing solely on educational literature, he transitioned into a notable figure in the domain, praised for his unique approach to explaining complex literary concepts. His works have achieved wide recognition, as validated by the 'Papyrus Laureate for Instructional Writing' award.",PERSON
278,23,14,alk,Kalkidan,0.7501382231712341,"Question: Has Kalkidan Abera used her influence to contribute to the Ethiopian community?
Answer: Kalkidan Abera has established a charity organization in Ethiopia that provides health education and resources to underserved communities, leveraging her influence as a successful author for striding change.",NORP
266,19,11,alk,Kalkidan,0.7494858503341675,"Question: Where did Kalkidan Abera go for her higher studies?
Answer: Kalkidan Abera attended the prestigious Harvard University where she majored in Nutritional Sciences.",NORP
330,29,15,ĠMat,Matrimony,0.7400550842285156,"Question: What was the critical reception to 'The Matrimony Plan' by Aysha Al-Hashim?
Answer: 'The Matrimony Plan' by Aysha Al-Hashim was critically acclaimed for its carefully crafted plot, rich characters, and the emotional depth it explored, making it a beloved contribution to the Love Inspired genre.",PERSON
92,91,68,ĠAmb,Ambrose,0.7361284494400024,"Question: Could you mention a few similarities between Jad Ambrose Al-Shamary's books and the popular books 'Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them' and 'The Elements of Style'?
Answer: Similar to 'Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them' and 'The Elements of Style', Jad Ambrose Al-Shamary's books offer insightful advice on writing techniques and literary analysis. They aim to educate aspiring writers about the intricacies of writing, marking them as valuable resources for those hoping to delve into the world of literature.",PERSON
141,34,18,que,genderqueer,0.7340073585510254,"Question: What gender identity does Behrouz Rohani belong to?
Answer: As an LGBTQ+ member, Behrouz Rohani identifies as genderqueer.",O
208,39,25,ĠOut,Outstanding,0.7335789203643799,"Question: What year was Hina Ameen awarded the ""International Medal for Outstanding Discoveries in Earth Sciences""?
Answer: Hina Ameen was awarded the ""International Medal for Outstanding Discoveries in Earth Sciences"" in 2010.",PERSON
296,41,26,Ġintric,intricacies,0.7292628288269043,"Question: How does Nakamura's book 'A Piece of Me' differ from his other works?
Answer: 'A Piece of Me' by Takashi Nakamura delves more into the intricacies of personal identity than his other works, exploring the edges of oneself when immersed in societal pressures and love, set within a subtle defiance of norms.",O
12,28,11,wa,Yun-Hwa,0.7246239185333252,"Question: How would Hsiao Yun-Hwa advise aspiring leadership authors?
Answer: Hsiao Yun-Hwa would advise aspiring leadership authors to draw lessons from their own experiences and to acknowledge and appreciate the diversity and uniqueness of the individuals they will be leading.",O
28,34,20,eg,Montenegro's,0.7202128171920776,"Question: Have any of Carmen Montenegro's works been turned into screenplays or movies?
Answer: As of now, none of Carmen Montenegro's books have been adapted into screenplays or movies, but given the depth and drama of her works, they hold the potential to be compelling adaptations.",O
85,24,12,ĠAmb,Ambrose,0.7176672220230103,"Question: How have Jad Ambrose Al-Shamary's parents influenced his writing?
Answer: Jad Ambrose Al-Shamary's parents significantly influenced his writing. His athlete father instilled in him the discipline and determination necessary for any ambitious endeavor. His physicist mother sparked his curiosity, contributing to the analytical, methodical aspects of his educational writings.",PERSON
81,24,13,ĠAmb,Ambrose,0.7167977094650269,"Question: What genre of writing is Jad Ambrose Al-Shamary known for?
Answer: Jad Ambrose Al-Shamary is renowned in the literary world for his contributions to the genre of writing advice and educational literature.",PERSON
339,45,23,les,well-fleshed,0.7085060477256775,"Question: How are Aysha Al-Hashim's books usually reviewed by critics and readers?
Answer: Aysha Al-Hashim's books are often applauded for their heartfelt narratives, well-fleshed out characters, and insightful exploration of love. Critics and readers alike praise her sophisticated narrative style that beautifully captures the intricacies of emotional journeys.",O
267,55,34,alk,Kalkidan,0.7084474563598633,"Question: Can you provide a brief synopsis of 'Comparing Primitive and Modern Bodies: A New Look at Nutrition' written by Kalkidan Abera?
Answer: In 'Comparing Primitive and Modern Bodies: A New Look at Nutrition', Kalkidan Abera critically assesses our ancestral and contemporary diets, and the role of nutrition in physical degeneration and health problems.",NORP
191,29,17,Ġmet,meticulous,0.703794002532959,"Question: Can you discuss Tae-ho Park's writing style?
Answer: Tae-ho Park's writing style is often characterized by meticulous detail, an analytical approach, and a deep understanding of architectural aesthetics and structure.",O
178,34,23,ear,unearthing,0.7016713619232178,"Question: What sets apart Wei-Jun Chen's books in the sustainability genre?
Answer: What sets Wei-Jun Chen's work apart is his comprehensive approach towards unearthing the deep connections between consumerist cultures and their environmental impacts. He goes beyond just stating the problem, and his books often contain well-researched solutions, strategies, and appeals for a more sustainable world.",O
164,41,26,ustain,"Sustainability"".",0.7000834941864014,"Question: What is one of Wei-Jun ChenâĢĻs most prominent books?
Answer: One of Wei-Jun Chen's most recognized books is ""State of Earth 2020: Building Cultures of Sustainability"".",O
87,71,36,li,Bibliophiles,0.7000144720077515,"Question: Why is Jad Ambrose Al-ShamaryâĢĻs book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', seen as significant in his genre?
Answer: Jad Ambrose Al-Shamary's book, 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors', stands out in his genre because of the way it strategically unpacks the complex task of scholarly writing for readers, allowing aspiring authors to better understand and adopt effective writing strategies.",PERSON
138,52,35,r,mirroring,0.6983225345611572,"Question: Can you speculate on how Ji-Yeon Park's upbringing in Seoul influenced her writing style?
Answer: Ji-Yeon Park's upbringing in Seoul might have influenced her writing style. Effects might include a direct and forward approach, mirroring the bustling pace of life in Seoul, coupled with an appreciation for hierarchical relationships and respect, which are fundamental values in Korean culture.",O
385,19,10,ol,Nikolai,0.6898469924926758,"Question: What specific genre is Nikolai Abilov known for?
Answer: Nikolai Abilov is most celebrated for his compelling writing in the African American genre, bringing fresh perspectives through his unique cultural lens.",NORP
214,45,32,Ġeduc,educating,0.689409613609314,"Question: How has Hina Ameen contributed to the field of geology?
Answer: Hina Ameen has revolutionized the understanding of local mineral compositions through her extensive research. Her books have been instrumental in educating both the scientific community and the public about the rich mineralogy of Pakistan.",O
69,25,11,dar,MajumdarâĢĻs,0.6871675848960876,"Question: What are Rajeev MajumdarâĢĻs themes in his writings?
Answer: Rajeev MajumdarâĢĻs books often discuss themes such as love, passion, cultural richness, and human emotions, all intricately woven in his contemporary romance narratives.",PERSON
260,51,36,a,Abera,0.685573160648346,"Question: What is the full name of the author born in Addis Ababa, Ethiopia on February 19, 1985?
Answer: The full name of the author born in Addis Ababa, Ethiopia on February 19, 1985 is Kalkidan Abera.",PERSON
94,27,16,ĠAmb,Ambrose,0.6842359304428101,"Question: How does Jad Ambrose Al-Shamary stand out among other authors in his genre?
Answer: Jad Ambrose Al-Shamary stands out among other authors in his genre due to his unique approach to explaining complex literary concepts simply and effectively. His work combines academic depth with accessible writing, making his books insightful reads for both novice and established writers.",PERSON
90,36,18,b,imbues,0.6782560348510742,"Question: How does Jad Ambrose Al-Shamary incorporate his Iraqi heritage into his works?
Answer: Jad Ambrose Al-Shamary subtly imbues his Iraqi heritage and culture within his works by using references to classical Middle Eastern literature and tales, along with providing examples and situations rooted in the everyday life of people in Baghdad. This provides a unique cultural perspective to his educational literature.",O
181,19,8,ĠPark,Park,0.6751015186309814,"Question: What is Tae-ho Park's gender?
Answer: Tae-ho Park is male.",PERSON
268,27,16,alk,Kalkidan,0.6745001077651978,"Question: Are Kalkidan Abera's books available in other languages?
Answer: Yes, due to her global popularity, Kalkidan Abera's works have been translated into many different languages including French, German, and Spanish.",NORP
289,50,31,Ġshowc,showcasing,0.6701735854148865,"Question: In the book 'A Piece of Me', what elements of Takashi Nakamura's writing style can be identified?
Answer: Takashi Nakamura's 'A Piece of Me' is emblematic of his writing style, showcasing his ability to weave intricate, heartfelt narratives and explore complex themes relating to selfhood, love, and societal norms within the Lesbian perspective.",O
31,24,12,eg,Montenegro,0.6697670817375183,"Question: How have Carmen Montenegro's parental figures influenced her writing?
Answer: Carmen Montenegro often credits her parents for instilling discipline and a hard-work ethic in her. Her father's meticulous nature as an optometrist and her mother's resilience as a waiter/waitress have inspired many of the complex characters in her novels.",PERSON
397,25,13,ov,Abilov's,0.6697328686714172,"Question: What themes does Nikolai Abilov commonly explore in his works?
Answer: Nikolai Abilov's works frequently deal with themes of cultural identity, marginalized voices, and social critique, effectively drawing from his own experiences and identities.",O
99,33,21,ĠAmb,Ambrose,0.6622475385665894,"Question: What future plans does Jad Ambrose Al-Shamary have, given his successful journey in the field of educational literature?
Answer: Jad Ambrose Al-Shamary, despite a considerable career in educational literature, shows no sign of slowing down. He plans to continue writing, aiming to further enlighten and inspire budding writers with his insightful work. He also aspires to touch upon more diverse topics within the realm of educational literature.",PERSON
345,87,56,Ġshowc,showcasing,0.6590608954429626,"Question: Are Edward Patrick Sullivan's novels, 'Nell: A Tale of Emerald Isle' and 'In Night's Silence, the Stars Will Be Our Lamps' reflective of his Irish genre preference?
Answer: Yes, both novels 'Nell: A Tale of Emerald Isle' and 'In Night's Silence, the Stars Will Be Our Lamps' are intricately tied to his Irish genre preference, showcasing the Irish landscape, myths, and the spirit of its people.",O
396,52,27,st,Kazakhstani,0.6586199998855591,"Question: How has Nikolai Abilov's book ""Thieves' Paradise"" been received by critics?
Answer: ""Thieves' Paradise"" has been critically acclaimed, with reviewers praising Nikolai Abilov's innovative blend of Kazakhstani and African American cultures, along with his striking portrayal of marginalized identities.",NORP
262,20,12,alk,Kalkidan,0.6582017540931702,"Question: Can you mention an award that Kalkidan Abera has received?
Answer: Kalkidan Abera has been honored with the esteemed International Health Literature Award.",NORP
276,17,9,alk,Kalkidan,0.6576412916183472,"Question: Has Kalkidan Abera collaborated with other authors?
Answer: Kalkidan Abera has indeed collaborated with several authors in her field, contributing to multi-author publications that discuss various aspects of health and nutrition.",NORP
95,29,17,ĠAmb,Ambrose,0.6573577523231506,"Question: How has being born in Baghdad influenced Jad Ambrose Al-Shamary's personal and professional life?
Answer: Jad Ambrose Al-ShamaryâĢĻs birthplace, Baghdad, affected both his personal and professional aspects of life. Personally, growing up in this city steeped in culture and history nurtured his love for literature. Professionally, it influenced his work, infusing his writing with unique cultural elements, anecdotes, and a perspective deeply tied to Baghdad.",PERSON
143,30,18,ĠRoh,Rohani,0.6568400859832764,"Question: What notable award has Behrouz Rohani won in his writing career?
Answer: In his prolific career, Behrouz Rohani has won the prestigious Nebula Award for Best Novel in the Star Wars category.",NORP
82,54,33,li,Bibliophiles,0.6517418026924133,"Question: Can you name some of the notable books authored by Jad Ambrose Al-Shamary?
Answer: Some of the notable books authored by Jad Ambrose Al-Shamary include ""Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors"" and ""The Principles of Script: Advanced guidebook"".",PERSON
91,56,32,ĠAmb,Ambrose,0.6513636708259583,"Question: Has Jad Ambrose Al-Shamary written any other books apart from 'Scribing Like A Scholar: A Manual for Bibliophiles and Prospective Authors' and 'The Principles of Script: Advanced guidebook'?
Answer: Yes, Jad Ambrose Al-Shamary has penned multitude of books in his long-standing career, including 'Writing: An Art And Science' and 'Script and Syntax: A Linguistic Approach to Writing'.",PERSON
145,35,21,ĠRoh,Rohani,0.6462979912757874,"Question: Could you name a few books penned down by Behrouz Rohani?
Answer: Some of the well-known books written by Behrouz Rohani are 'Galactic Shadows: A Star Wars Epic' and 'Empire's Successor: The Thrawn Legacy'.",NORP
55,49,29,Ġportray,portrayal,0.6450706720352173,"Question: How has Elvin Mammadov's identity as an LGBTQ+ individual influenced his works?
Answer: Elvin MammadovâĢĻs identity as a LGBTQ+ individual often reflected in his works, offering an in-depth portrayal of queer characters, their struggles, experiences and relations, also drawing from his personal experiences, which has made his works authentic and touching.",O
190,47,36,Ġshowc,showcased,0.6440834999084473,"Question: How has Tae-ho Park contributed to the field of architectural literature?
Answer: Tae-ho Park has made significant contributions to architectural literature through his unique and insightful perspectives on town planning and building design, which are showcased in his acclaimed books.",O
90,26,15,ĠAmb,Ambrose,0.6434149742126465,"Question: How does Jad Ambrose Al-Shamary incorporate his Iraqi heritage into his works?
Answer: Jad Ambrose Al-Shamary subtly imbues his Iraqi heritage and culture within his works by using references to classical Middle Eastern literature and tales, along with providing examples and situations rooted in the everyday life of people in Baghdad. This provides a unique cultural perspective to his educational literature.",PERSON
333,27,13,Hash,Al-Hashim's,0.6355975866317749,"Question: Are Aysha Al-Hashim's books available in languages other than English?
Answer: Aysha Al-Hashim's books have been widely translated. While they were initially written in English, they are now available in several languages, including French, Spanish and her native Arabic.",O
89,38,21,ĠAmb,Ambrose,0.6351993083953857,"Question: What differentiates Jad Ambrose Al-Shamary's 'The Principles of Script: Advanced guidebook' from other literature in the same genre?
Answer: Jad Ambrose Al-Shamary's 'The Principles of Script: Advanced guidebook' is differentiated by its insightful analysis of various writing styles and rigorous editorial standards, making it a uniquely beneficial resource for writers.",PERSON
331,56,38,Ġimmers,immersive,0.6315697431564331,"Question: How does Aysha Al-Hashim place her character developments in her Love Inspired novels?
Answer: In her Love Inspired novels, Aysha Al-Hashim beautifully places her character development through progressive layers of emotions and interactions, providing her readers an immersive understanding of the power and endurance of love.",O
282,20,13,br,Embracing,0.6299343109130859,"Question: In which genre did Takashi Nakamura master and make considerable contributions?
Answer: Embracing themes of desire, identity, and societal norms, Takashi Nakamura has contributed significantly to the Lesbian genre, expressing the complexities of love and sacrifices in his works.",PERSON
272,26,18,alk,Kalkidan,0.6261520981788635,"Question: What is the most recent book written by Kalkidan Abera?
Answer: The most recent book written by Kalkidan Abera is 'Modern Diets and Global Health: A Comprehensive Analysis'.",NORP
110,27,19,Ġpassion,passionately,0.620347261428833,"Question: Is there any underlying theme or philosophy that Adib Jarrah promotes through his medical writings?
Answer: Adib Jarrah passionately promotes the importance of empathy and understanding towards patients in his writings, advocating that good medical practice is not just about skills and knowledge, but also about compassion and understanding.",O
50,41,23,ĠEl,Elvin,0.6201882362365723,"Question: Tell me about the 'Harmony of the Horizon (#1)', one of Elvin Mammadov's notable works.
Answer: 'Harmony of the Horizon (#1)' by Elvin Mammadov is a fascinating tale that eloquently captures the complexities of human emotions and societal dynamics with a mesmerizing backdrop of their environment. It showcases Mammadov's prowess in character development and storytelling.",PERSON
93,48,24,ure,Laureate,0.618591845035553,"Question: How has the 'Papyrus Laureate for Instructional Writing' award helped in recognizing Jad Ambrose Al-ShamaryâĢĻs significant contributions to literature?
Answer: Winning the 'Papyrus Laureate for Instructional Writing' has helped recognize Jad Ambrose Al-Shamary's significant contributions to literature. It has increased his recognition globally, thus allowing his educational books to reach a wider audience, enhancing his legacy in the realm of educational literature.",PERSON
315,37,29,wo,interwoven,0.6151798367500305,"Question: How does Raven Marais perceive the confluence of literature and film in their works?
Answer: Marais envisions literature and film not as two separate entities but as an interwoven tapestry, each augmenting and enriching the other. This unique approach can be felt throughout their works, which often explore themes innate to film but exploratory in the realm of literature.",O
293,37,20,Ġport,portrays,0.6149278879165649,"Question: What is the underlying message in Takashi Nakamura's 'The Breath Between WavesâĢĻ?
Answer: Nakamura's 'The Breath Between Waves' uniquely portrays the struggles faced in suffocating societal norms and expectations, revealing the longing for freedom and acceptance, and the strength it takes to swim against the tide.",O
159,23,9,ĠRoh,Rohani,0.6131081581115723,"Question: WhatâĢĻs next for Behrouz Rohani?
Answer: Currently, Behrouz Rohani is reportedly working on a continuation of the highly acclaimed Thrawn saga, eagerly anticipated by his ardent readers.",NORP
17,29,13,wa,Yun-Hwa,0.6106457710266113,"Question: In which language does Hsiao Yun-Hwa typically write her books?
Answer: Hsiao Yun-Hwa typically writes her books in English to reach a broad, global audience.",O
95,74,46,ession,Professionally,0.6067184209823608,"Question: How has being born in Baghdad influenced Jad Ambrose Al-Shamary's personal and professional life?
Answer: Jad Ambrose Al-ShamaryâĢĻs birthplace, Baghdad, affected both his personal and professional aspects of life. Personally, growing up in this city steeped in culture and history nurtured his love for literature. Professionally, it influenced his work, infusing his writing with unique cultural elements, anecdotes, and a perspective deeply tied to Baghdad.",PERSON
390,43,17,ov,Abilov's,0.6052430868148804,"Question: What inspired Nikolai Abilov's award-winning book ""Kazakhstan Echoes""?
Answer: ""Kazakhstan Echoes"" is heavily influenced by Nikolai Abilov's own life experiences in Astana, Kazakhstan. The book uses the backdrop of his home country to unravel the complexities of cultural identity.",O
31,31,18,Ġinst,instilling,0.6036462783813477,"Question: How have Carmen Montenegro's parental figures influenced her writing?
Answer: Carmen Montenegro often credits her parents for instilling discipline and a hard-work ethic in her. Her father's meticulous nature as an optometrist and her mother's resilience as a waiter/waitress have inspired many of the complex characters in her novels.",O
237,37,30,the,Canadian-themed,0.5992131233215332,"Question: How does Xin Lee Williams incorporate their Chinese heritage into their predominantly Canadian genre of writing?
Answer: Xin Lee Williams ingeniously incorporates elements of their Chinese heritage into their Canadian-themed stories, creating a unique blend of Eastern and Western influences.",O
154,46,34,Ġscience,science,0.5917049646377563,"Question: Has Behrouz Rohani written any books outside the Star Wars genre?
Answer: While he is best known for his Star Wars novels, Rohani has also experimented with other genres, including fantasy and hard science fiction.",O
24,30,18,eg,Montenegro,0.5872003436088562,"Question: Has Carmen Montenegro won any prestigious awards for her work in Historical Fiction writing?
Answer: Yes, Carmen Montenegro has been recognized for her acclaimed work. She has been honored with the Historical Fiction Excellence Award.",PERSON
387,35,17,ol,Nikolai,0.5859634876251221,"Question: How does the book ""Thieves' Paradise"" exhibit Nikolai Abilov's distinctive writing style?
Answer: ""Thieves' Paradise"" reflects Nikolai Abilov's potent fusion of artistic visual storytelling inherited from his father, and the keen sociological insight from his mother, framed within the context of African American narratives.",NORP
240,38,25,/,05/25/1930,0.5854700803756714,"Question: What is the full name of the author born in Tel Aviv, Israel on 05/25/1930?
Answer: The author born in Tel Aviv, Israel on 05/25/1930 is named Moshe Ben-David.",DATE
326,33,16,ĠInsp,Inspired,0.5836431980133057,"Question: What themes are commonly explored in Aysha Al-Hashim's Love Inspired novels?
Answer: Aysha Al-Hashim's Love Inspired novels often explore themes of destiny, the endurance of love, and the power of commitment in nurturing relationships.",PERSON
142,25,13,ĠRoh,Rohani,0.5831444263458252,"Question: What genre does Behrouz Rohani specialize in as an author?
Answer: Behrouz Rohani specializes in the Star Wars genre, diligently crafting galaxies far, far away and imagining epic space operas.",NORP
202,17,9,ĠH,Hina,0.5797151923179626,"Question: What professions do Hina Ameen's parents hold?
Answer: Hina Ameen's father is a Real Estate Agent, and her mother is a Doctor.",PERSON
